inventario_id,producto_id,almacen,stock_actual,stock_minimo,fecha_actualizacion
12386,91,Occidente,,68,
12387,1359,Norte,-10.0,79,mal_fecha
12388,383,Bajío,-10.0,16,2025-09-30
12389,184,Sur,-10.0,41,
12390,561,Occidente,-10.0,58,mal_fecha
12391,67,Norte,,40,
12392,903,Norte,,29,mal_fecha
12393,1364,Bajío,362.0,53,mal_fecha
12394,542,Bajío,23.0,24,2026-05-29
12395,383,Sur,-10.0,31,
12396,880,Sur,-10.0,45,
12397,671,Norte,,50,
12398,148,Norte,17.0,60,
12399,1410,Occidente,-10.0,43,mal_fecha
12400,990,Centro,,22,
12401,845,Bajío,-10.0,41,
12402,83,Sur,-10.0,21,
12403,826,Sur,4.0,9,2026-01-23
12404,1348,Bajío,-10.0,41,mal_fecha
12405,1233,Occidente,-10.0,30,
12406,1414,Sur,-10.0,21,
12407,1106,Sur,,49,mal_fecha
12408,1177,Norte,68.0,77,
12409,596,Norte,128.0,68,mal_fecha
12410,1339,Norte,,61,2026-05-10
12411,29,Bajío,246.0,65,
12412,1306,Occidente,400.0,25,mal_fecha
12413,1335,Occidente,,38,
12414,592,Bajío,385.0,5,
12415,1139,Bajío,,46,
12416,413,Norte,,32,2025-09-23
12417,330,Centro,,42,
12418,1244,Centro,363.0,77,2025-11-24
12419,1288,Sur,,22,
12420,268,Occidente,-10.0,61,mal_fecha
12421,1291,Occidente,,70,2026-05-31
12422,508,Norte,,70,
12423,389,Bajío,,14,
12424,1211,Occidente,440.0,59,
12425,325,Occidente,,44,2026-03-17
12426,440,Bajío,-10.0,55,2026-05-29
12427,596,Centro,149.0,50,
12428,1312,Centro,,56,mal_fecha
12429,1027,Bajío,453.0,9,mal_fecha
12430,867,Norte,305.0,20,mal_fecha
12431,274,Bajío,493.0,73,
12432,1418,Occidente,16.0,70,mal_fecha
12433,399,Occidente,-10.0,75,
12434,265,Centro,,75,2025-11-12
12435,457,Centro,,34,
12436,1418,Sur,-10.0,64,
12437,455,Centro,,65,mal_fecha
12438,677,Norte,-10.0,47,2026-04-08
12439,896,Sur,488.0,44,mal_fecha
12440,1173,Occidente,144.0,60,2026-04-28
12441,486,Centro,,14,mal_fecha
12442,222,Bajío,182.0,77,mal_fecha
12443,1138,Centro,,32,
12444,639,Centro,,32,mal_fecha
12445,631,Norte,,60,mal_fecha
12446,180,Sur,,28,
12447,680,Centro,496.0,37,
12448,700,Bajío,479.0,37,2025-10-10
12449,1105,Centro,467.0,36,mal_fecha
12450,1463,Sur,-10.0,9,
12451,661,Bajío,-10.0,25,2026-05-24
12452,1210,Occidente,266.0,60,
12453,1423,Occidente,390.0,46,
12454,1396,Sur,,58,mal_fecha
12455,787,Norte,,48,
12456,1455,Centro,-10.0,26,
12457,623,Occidente,-10.0,31,
12458,646,Bajío,-10.0,12,
12459,897,Occidente,-10.0,70,mal_fecha
12460,1550,Norte,487.0,13,
12461,637,Norte,,25,
12462,990,Bajío,401.0,70,
12463,539,Bajío,322.0,16,mal_fecha
12464,171,Occidente,-10.0,16,
12465,1169,Centro,-10.0,65,
12466,596,Centro,,69,
12467,460,Sur,232.0,53,
12468,310,Sur,,71,2026-05-06
12469,834,Norte,-10.0,15,2026-01-17
12470,1501,Bajío,274.0,34,2026-03-06
12471,459,Bajío,179.0,65,
12472,110,Sur,,66,2025-12-14
12473,1430,Norte,,76,2026-02-07
12474,393,Occidente,435.0,27,mal_fecha
12475,817,Norte,293.0,40,
12476,973,Centro,6.0,8,
12477,1303,Occidente,401.0,40,
12478,1055,Occidente,-10.0,56,mal_fecha
12479,1120,Bajío,-10.0,24,
12480,796,Bajío,,16,
12481,448,Sur,-10.0,18,
12482,1507,Sur,,22,
12483,270,Centro,158.0,42,
12484,148,Norte,-10.0,20,2026-04-23
12485,139,Bajío,192.0,63,2026-05-25
12486,439,Centro,138.0,15,
12487,452,Centro,-10.0,59,
12488,1332,Norte,288.0,41,mal_fecha
12489,1286,Centro,278.0,70,2025-09-07
12490,1360,Norte,,40,2025-08-25
12491,1292,Centro,-10.0,51,2026-03-24
12492,502,Bajío,-10.0,79,
12493,1102,Sur,63.0,56,2025-12-25
12494,1250,Norte,,17,
12495,1449,Norte,73.0,39,
12496,1099,Norte,-10.0,66,mal_fecha
12497,1118,Bajío,-10.0,62,
12498,637,Norte,,45,
12499,1596,Sur,248.0,59,mal_fecha
12500,485,Norte,-10.0,52,
12501,1556,Occidente,,35,
12502,706,Bajío,207.0,24,mal_fecha
12503,1099,Bajío,-10.0,18,
12504,1412,Occidente,-10.0,32,2025-09-26
12505,1015,Norte,406.0,31,
12506,804,Occidente,36.0,35,mal_fecha
12507,955,Centro,,61,2025-09-08
12508,840,Centro,353.0,49,
12509,192,Bajío,,11,
12510,1413,Bajío,245.0,23,2025-10-22
12511,59,Occidente,50.0,51,2026-05-21
12512,914,Bajío,94.0,44,
12513,677,Centro,250.0,17,
12514,578,Centro,166.0,54,2025-11-04
12515,84,Norte,-10.0,74,
12516,227,Sur,-10.0,69,
12517,774,Norte,-10.0,60,
12518,938,Norte,402.0,41,
12519,1086,Bajío,,37,2025-08-06
12520,1272,Bajío,408.0,67,
12521,1372,Occidente,156.0,27,
12522,389,Sur,-10.0,49,
12523,1358,Sur,,65,2026-06-21
12524,1528,Bajío,221.0,39,
12525,1521,Occidente,-10.0,62,2026-03-24
12526,1426,Sur,,8,mal_fecha
12527,230,Sur,,68,mal_fecha
12528,513,Norte,290.0,59,mal_fecha
12529,1274,Norte,6.0,32,mal_fecha
12530,100,Occidente,,9,2026-01-10
12531,908,Bajío,448.0,69,mal_fecha
12532,1019,Norte,-10.0,68,
12533,438,Occidente,-10.0,59,
12534,673,Sur,-10.0,43,mal_fecha
12535,673,Sur,,36,mal_fecha
12536,1024,Bajío,-10.0,24,mal_fecha
12537,280,Centro,-10.0,23,
12538,773,Norte,-10.0,47,
12539,1390,Centro,-10.0,52,mal_fecha
12540,1260,Bajío,92.0,25,mal_fecha
12541,125,Norte,,39,
12542,813,Norte,,7,2025-08-27
12543,403,Sur,,16,
12544,1319,Bajío,-10.0,80,2026-06-26
12545,1033,Centro,-10.0,75,2025-09-17
12546,90,Bajío,345.0,61,
12547,1499,Centro,397.0,36,2026-06-02
12548,829,Centro,-10.0,35,mal_fecha
12549,422,Norte,177.0,8,mal_fecha
12550,1098,Bajío,,55,2026-06-14
12551,658,Sur,,73,
12552,173,Centro,-10.0,68,
12553,822,Sur,,21,2026-04-04
12554,262,Norte,444.0,48,mal_fecha
12555,648,Sur,-10.0,5,
12556,88,Centro,-10.0,15,mal_fecha
12557,755,Sur,-10.0,15,
12558,1177,Sur,,73,
12559,1016,Bajío,-10.0,34,
12560,1570,Bajío,-10.0,50,mal_fecha
12561,150,Centro,177.0,33,
12562,1209,Centro,,8,
12563,1572,Centro,471.0,70,
12564,1150,Occidente,335.0,9,mal_fecha
12565,893,Bajío,91.0,19,
12566,239,Bajío,,20,
12567,308,Bajío,337.0,37,2025-08-04
12568,1228,Centro,248.0,78,2026-03-06
12569,1002,Occidente,-10.0,39,
12570,587,Norte,160.0,80,
12571,733,Occidente,342.0,69,mal_fecha
12572,184,Centro,98.0,36,
12573,656,Occidente,-10.0,49,mal_fecha
12574,1438,Sur,229.0,55,
12575,295,Centro,,42,
12576,226,Bajío,-10.0,22,mal_fecha
12577,489,Norte,63.0,57,mal_fecha
12578,443,Sur,,60,
12579,1247,Sur,324.0,25,
12580,1431,Bajío,31.0,74,mal_fecha
12581,1036,Sur,-10.0,43,mal_fecha
12582,860,Sur,263.0,24,
12583,1179,Sur,,24,mal_fecha
12584,88,Norte,,59,
12585,465,Norte,,29,
12586,425,Norte,,64,2025-09-22
12587,423,Bajío,308.0,6,mal_fecha
12588,400,Centro,,28,
12589,1219,Sur,,73,2025-12-09
12590,1485,Occidente,,59,2026-04-22
12591,180,Sur,-10.0,46,2025-11-05
12592,155,Norte,-10.0,71,
12593,1574,Sur,-10.0,42,2025-12-02
12594,1105,Norte,255.0,35,2025-09-26
12595,1559,Sur,229.0,47,2026-03-24
12596,912,Centro,,6,2025-08-15
12597,1269,Norte,,72,2025-10-13
12598,1317,Bajío,-10.0,71,
12599,415,Norte,192.0,33,
12600,872,Bajío,147.0,74,2026-04-23
12601,1162,Occidente,181.0,26,mal_fecha
12602,1224,Centro,,70,
12603,1335,Centro,,53,
12604,224,Occidente,-10.0,48,2026-06-01
12605,1440,Bajío,-10.0,45,2026-01-01
12606,1415,Sur,-10.0,66,mal_fecha
12607,12,Norte,-10.0,33,
12608,1033,Bajío,209.0,25,
12609,65,Bajío,,35,2025-09-03
12610,57,Bajío,,14,mal_fecha
12611,232,Sur,,29,
12612,553,Sur,17.0,43,
12613,172,Bajío,460.0,49,mal_fecha
12614,1443,Centro,254.0,80,
12615,762,Bajío,,76,
12616,264,Bajío,,32,
12617,128,Bajío,-10.0,55,
12618,137,Sur,7.0,66,
12619,480,Sur,379.0,18,
12620,482,Sur,-10.0,52,2026-06-27
12621,1204,Bajío,-10.0,60,
12622,689,Norte,108.0,78,mal_fecha
12623,1218,Centro,,58,mal_fecha
12624,786,Norte,,72,
12625,1160,Occidente,-10.0,54,
12626,299,Bajío,166.0,22,mal_fecha
12627,1210,Sur,,60,
12628,202,Sur,,21,
12629,1304,Norte,,15,2025-09-12
12630,1268,Sur,292.0,80,
12631,276,Bajío,-10.0,65,2026-01-30
12632,1544,Sur,,29,mal_fecha
12633,665,Norte,423.0,12,2026-05-05
12634,851,Sur,,66,
12635,247,Occidente,244.0,25,
12636,1375,Centro,404.0,39,mal_fecha
12637,830,Sur,,50,
12638,409,Norte,414.0,18,mal_fecha
12639,1082,Sur,115.0,35,2026-07-03
12640,1048,Occidente,,18,
12641,275,Centro,-10.0,64,
12642,1576,Bajío,-10.0,72,mal_fecha
12643,1191,Centro,,77,
12644,519,Bajío,122.0,56,2025-09-21
12645,430,Occidente,,56,
12646,704,Sur,394.0,26,mal_fecha
12647,509,Sur,-10.0,51,
12648,877,Norte,,6,
12649,169,Occidente,-10.0,28,
12650,715,Occidente,,45,mal_fecha
12651,263,Bajío,,53,
12652,1149,Sur,145.0,28,2025-10-19
12653,674,Bajío,213.0,12,
12654,1170,Occidente,-10.0,79,2026-03-01
12655,46,Bajío,,28,mal_fecha
12656,441,Sur,,43,
12657,683,Bajío,,44,
12658,921,Norte,193.0,10,mal_fecha
12659,110,Centro,-10.0,55,
12660,962,Centro,-10.0,21,
12661,1205,Bajío,304.0,10,mal_fecha
12662,110,Bajío,-10.0,32,
12663,1003,Occidente,,38,mal_fecha
12664,1020,Sur,,29,mal_fecha
12665,339,Centro,-10.0,54,2025-12-02
12666,27,Sur,,27,
12667,1076,Norte,,79,mal_fecha
12668,671,Occidente,,41,2026-01-28
12669,1568,Norte,,45,
12670,596,Sur,,48,
12671,1255,Bajío,,23,
12672,1363,Norte,,19,
12673,339,Occidente,409.0,65,
12674,521,Centro,-10.0,28,mal_fecha
12675,1208,Sur,-10.0,62,2025-08-27
12676,1440,Norte,445.0,21,mal_fecha
12677,328,Occidente,472.0,44,mal_fecha
12678,1417,Occidente,-10.0,57,2026-02-08
12679,113,Occidente,276.0,41,
12680,369,Bajío,,71,
12681,348,Sur,65.0,11,
12682,199,Norte,-10.0,23,
12683,1257,Sur,,78,2026-03-22
12684,526,Norte,-10.0,45,
12685,812,Norte,,50,
12686,893,Norte,-10.0,60,mal_fecha
12687,1530,Centro,,49,mal_fecha
12688,1282,Bajío,-10.0,26,mal_fecha
12689,1530,Sur,-10.0,75,2025-11-21
12690,1199,Occidente,445.0,74,
12691,162,Sur,,59,2025-12-18
12692,539,Norte,413.0,31,mal_fecha
12693,1441,Sur,7.0,30,
12694,957,Norte,-10.0,15,
12695,745,Norte,354.0,74,2026-03-26
12696,1000,Occidente,330.0,13,mal_fecha
12697,518,Bajío,,74,mal_fecha
12698,1269,Centro,-10.0,9,mal_fecha
12699,1318,Sur,-10.0,17,
12700,820,Sur,-10.0,30,
12701,810,Norte,-10.0,52,mal_fecha
12702,606,Norte,-10.0,76,
12703,441,Norte,-10.0,41,2026-02-11
12704,292,Centro,166.0,76,2026-04-25
12705,1395,Bajío,-10.0,59,2026-01-06
12706,1470,Occidente,,60,
12707,128,Sur,-10.0,46,
12708,216,Sur,390.0,39,mal_fecha
12709,269,Norte,,41,mal_fecha
12710,595,Occidente,,70,
12711,577,Bajío,-10.0,10,2025-12-09
12712,1247,Bajío,-10.0,32,2025-09-17
12713,725,Centro,,67,mal_fecha
12714,1506,Norte,,63,
12715,850,Sur,,49,2026-04-01
12716,1416,Norte,98.0,12,
12717,766,Bajío,,72,
12718,439,Bajío,189.0,9,
12719,981,Bajío,95.0,52,
12720,876,Sur,,35,
12721,877,Bajío,-10.0,7,2025-10-12
12722,1036,Norte,211.0,75,
12723,1028,Norte,474.0,60,
12724,361,Norte,-10.0,28,
12725,739,Occidente,172.0,73,mal_fecha
12726,516,Bajío,-10.0,40,
12727,1342,Norte,-10.0,8,2026-01-02
12728,781,Bajío,455.0,65,
12729,750,Occidente,,22,
12730,133,Norte,,46,mal_fecha
12731,1415,Bajío,-10.0,28,
12732,113,Sur,-10.0,52,
12733,361,Sur,,41,
12734,86,Centro,22.0,42,2025-12-15
12735,162,Norte,,26,
12736,1441,Centro,229.0,59,2025-09-30
12737,60,Bajío,291.0,76,
12738,1429,Centro,,21,mal_fecha
12739,1206,Norte,,33,2025-08-07
12740,745,Norte,,72,mal_fecha
12741,181,Centro,,27,
12742,901,Occidente,467.0,39,
12743,1414,Sur,,25,
12744,1423,Sur,,12,
12745,458,Centro,300.0,75,mal_fecha
12746,1519,Centro,,5,2026-04-19
12747,743,Centro,-10.0,50,
12748,541,Bajío,349.0,11,2025-10-02
12749,835,Norte,,31,2025-10-29
12750,258,Sur,-10.0,69,mal_fecha
12751,316,Bajío,-10.0,77,
12752,1331,Norte,266.0,44,
12753,966,Centro,-10.0,6,
12754,1196,Centro,442.0,67,mal_fecha
12755,609,Sur,-10.0,67,2026-01-22
12756,1435,Occidente,45.0,67,mal_fecha
12757,470,Sur,,28,mal_fecha
12758,385,Bajío,-10.0,71,mal_fecha
12759,312,Sur,378.0,13,
12760,987,Sur,-10.0,24,
12761,1199,Occidente,-10.0,49,mal_fecha
12762,567,Bajío,,66,
12763,959,Sur,240.0,32,2026-05-17
12764,1357,Norte,-10.0,43,
12765,1511,Bajío,477.0,73,
12766,366,Sur,,19,
12767,1132,Sur,,41,2025-08-23
12768,220,Centro,,61,mal_fecha
12769,447,Occidente,434.0,32,
12770,96,Occidente,264.0,60,2026-04-16
12771,512,Occidente,46.0,39,2026-06-04
12772,191,Norte,362.0,19,
12773,651,Sur,-10.0,77,mal_fecha
12774,771,Sur,-10.0,52,
12775,1561,Norte,,70,2025-12-12
12776,449,Occidente,339.0,8,mal_fecha
12777,230,Occidente,140.0,20,mal_fecha
12778,1284,Occidente,-10.0,16,mal_fecha
12779,332,Occidente,,9,
12780,1307,Norte,-10.0,20,
12781,300,Bajío,-10.0,17,
12782,1416,Norte,137.0,74,
12783,343,Sur,-10.0,36,
12784,1219,Bajío,365.0,53,2025-12-18
12785,1080,Norte,-10.0,31,
12786,1486,Bajío,-10.0,74,2026-04-18
12787,742,Sur,328.0,64,
12788,1212,Bajío,,45,mal_fecha
12789,677,Occidente,342.0,64,
12790,775,Centro,-10.0,60,
12791,1573,Norte,,72,
12792,1125,Occidente,-10.0,60,
12793,495,Centro,,5,
12794,141,Bajío,-10.0,29,mal_fecha
12795,756,Bajío,,10,mal_fecha
12796,684,Norte,-10.0,66,
12797,1385,Occidente,,54,mal_fecha
12798,471,Bajío,34.0,15,2026-04-09
12799,1577,Sur,75.0,6,2025-10-26
12800,1050,Norte,56.0,72,2026-03-08
12801,487,Bajío,-10.0,67,
12802,682,Bajío,186.0,35,
12803,843,Occidente,-10.0,33,2025-09-04
12804,34,Occidente,,40,
12805,659,Sur,-10.0,57,mal_fecha
12806,1532,Centro,343.0,23,
12807,127,Bajío,,70,
12808,1488,Bajío,-10.0,12,
12809,790,Bajío,-10.0,73,
12810,303,Bajío,-10.0,45,
12811,1166,Bajío,,69,mal_fecha
12812,1276,Norte,,11,2026-01-12
12813,519,Bajío,,75,2025-10-29
12814,1111,Occidente,-10.0,54,2025-08-13
12815,541,Norte,-10.0,60,2026-06-06
12816,1406,Bajío,142.0,80,mal_fecha
12817,452,Sur,466.0,49,
12818,707,Occidente,371.0,52,
12819,1514,Centro,-10.0,48,
12820,878,Centro,,5,mal_fecha
12821,545,Norte,-10.0,51,mal_fecha
12822,1404,Sur,-10.0,43,mal_fecha
12823,128,Occidente,-10.0,76,2025-08-27
12824,364,Occidente,334.0,14,
12825,248,Norte,,70,2025-09-10
12826,820,Bajío,244.0,12,
12827,1100,Bajío,-10.0,49,2025-08-08
12828,1316,Occidente,-10.0,77,mal_fecha
12829,156,Sur,204.0,56,
12830,1476,Centro,264.0,13,mal_fecha
12831,962,Norte,423.0,9,
12832,602,Bajío,-10.0,78,
12833,716,Norte,,18,mal_fecha
12834,240,Sur,461.0,32,
12835,1573,Centro,-10.0,48,mal_fecha
12836,787,Centro,46.0,48,
12837,316,Occidente,12.0,30,mal_fecha
12838,1155,Sur,,68,
12839,966,Centro,-10.0,36,mal_fecha
12840,974,Sur,448.0,67,
12841,1441,Norte,308.0,40,2025-09-13
12842,861,Sur,-10.0,71,2026-03-31
12843,1421,Centro,225.0,50,
12844,883,Centro,,24,2025-07-29
12845,17,Norte,,34,
12846,1373,Centro,-10.0,17,2025-07-22
12847,994,Bajío,-10.0,49,
12848,330,Centro,459.0,64,
12849,1555,Occidente,-10.0,41,mal_fecha
12850,1346,Norte,276.0,73,
12851,1579,Bajío,-10.0,71,
12852,61,Sur,,69,
12853,809,Occidente,-10.0,57,
12854,1186,Bajío,-10.0,31,2026-05-27
12855,1051,Bajío,500.0,50,2025-09-08
12856,999,Centro,,33,2026-02-24
12857,289,Bajío,,9,
12858,690,Norte,-10.0,27,mal_fecha
12859,588,Bajío,,64,2025-07-11
12860,989,Sur,,40,
12861,1215,Bajío,-10.0,74,
12862,19,Centro,-10.0,24,
12863,1063,Norte,-10.0,51,
12864,606,Sur,305.0,74,mal_fecha
12865,27,Centro,-10.0,15,
12866,1063,Occidente,324.0,42,
12867,676,Sur,-10.0,6,mal_fecha
12868,824,Sur,,32,
12869,195,Occidente,-10.0,13,mal_fecha
12870,98,Sur,,23,mal_fecha
12871,583,Occidente,213.0,56,2025-12-05
12872,670,Sur,102.0,64,
12873,960,Norte,,73,2025-08-05
12874,243,Norte,,25,2026-06-17
12875,398,Centro,-10.0,17,
12876,97,Occidente,-10.0,80,
12877,85,Sur,,72,
12878,849,Bajío,477.0,51,
12879,1116,Centro,,60,
12880,997,Centro,-10.0,21,2026-01-21
12881,1302,Sur,,80,mal_fecha
12882,390,Sur,-10.0,70,
12883,1306,Centro,-10.0,66,mal_fecha
12884,281,Sur,,12,
12885,148,Norte,,6,mal_fecha
12886,532,Norte,366.0,49,2025-07-22
12887,643,Centro,,5,
12888,305,Norte,-10.0,53,
12889,566,Norte,,63,
12890,457,Norte,115.0,52,2026-01-16
12891,1326,Bajío,471.0,46,
12892,1259,Occidente,169.0,8,
12893,1439,Norte,,48,2026-02-13
12894,1330,Sur,13.0,59,
12895,614,Norte,-10.0,11,
12896,1462,Bajío,,58,
12897,904,Norte,-10.0,66,
12898,204,Bajío,-10.0,62,
12899,697,Occidente,,12,mal_fecha
12900,1347,Centro,,16,mal_fecha
12901,1242,Occidente,-10.0,72,
12902,1006,Sur,,29,
12903,1129,Sur,449.0,25,
12904,1100,Occidente,80.0,59,
12905,952,Centro,349.0,26,
12906,729,Sur,-10.0,78,2025-10-09
12907,1563,Sur,248.0,56,
12908,310,Norte,,16,2025-10-23
12909,867,Norte,-10.0,58,
12910,560,Norte,307.0,16,
12911,1225,Bajío,158.0,7,
12912,468,Norte,-10.0,12,
12913,931,Centro,55.0,9,
12914,510,Sur,-10.0,64,
12915,687,Centro,157.0,21,
12916,149,Sur,405.0,24,
12917,332,Centro,,29,mal_fecha
12918,664,Norte,-10.0,77,
12919,620,Sur,12.0,62,
12920,1120,Centro,-10.0,67,2025-09-30
12921,1142,Centro,-10.0,45,
12922,1194,Sur,,59,2026-02-23
12923,920,Norte,275.0,23,mal_fecha
12924,1263,Sur,55.0,17,
12925,1570,Occidente,-10.0,26,2025-10-26
12926,929,Sur,35.0,30,
12927,550,Norte,317.0,22,
12928,16,Centro,59.0,52,2025-09-16
12929,1345,Occidente,-10.0,31,
12930,1298,Norte,250.0,32,2025-08-01
12931,425,Centro,,22,
12932,1087,Centro,,79,2025-09-08
12933,1465,Sur,,21,
12934,968,Sur,-10.0,52,
12935,1255,Occidente,,39,mal_fecha
12936,1498,Occidente,-10.0,32,2026-04-18
12937,162,Sur,448.0,80,mal_fecha
12938,70,Centro,307.0,36,
12939,484,Occidente,-10.0,31,
12940,513,Centro,485.0,19,mal_fecha
12941,488,Centro,,20,
12942,486,Occidente,454.0,45,
12943,280,Bajío,443.0,67,2026-06-02
12944,1486,Sur,295.0,62,
12945,1169,Sur,-10.0,64,2026-03-25
12946,1314,Bajío,-10.0,79,
12947,1366,Norte,-10.0,50,2025-11-16
12948,61,Norte,,18,
12949,851,Bajío,-10.0,25,2026-05-19
12950,1436,Occidente,200.0,29,mal_fecha
12951,633,Occidente,,56,
12952,1111,Bajío,,63,mal_fecha
12953,602,Centro,,55,
12954,196,Centro,-10.0,54,
12955,1216,Bajío,450.0,8,mal_fecha
12956,1311,Centro,-10.0,17,
12957,1395,Centro,,10,mal_fecha
12958,1111,Occidente,,55,
12959,516,Bajío,-10.0,23,
12960,1035,Sur,285.0,27,mal_fecha
12961,764,Centro,,41,
12962,432,Centro,,80,2026-03-29
12963,219,Norte,309.0,60,2025-11-12
12964,564,Centro,,55,
12965,604,Sur,415.0,7,
12966,1474,Occidente,-10.0,78,mal_fecha
12967,25,Norte,,27,2026-04-04
12968,415,Centro,-10.0,43,mal_fecha
12969,350,Occidente,-10.0,14,2025-12-30
12970,554,Norte,,69,2026-04-18
12971,138,Centro,,70,mal_fecha
12972,854,Centro,-10.0,48,mal_fecha
12973,1409,Centro,54.0,22,
12974,773,Bajío,,26,
12975,1330,Norte,,50,2025-09-04
12976,262,Occidente,-10.0,43,mal_fecha
12977,1146,Sur,-10.0,35,mal_fecha
12978,904,Norte,-10.0,17,mal_fecha
12979,698,Sur,,45,
12980,67,Centro,-10.0,8,
12981,518,Centro,-10.0,30,
12982,856,Sur,-10.0,43,
12983,300,Bajío,47.0,23,2026-03-24
12984,156,Occidente,151.0,58,2025-07-07
12985,713,Norte,-10.0,69,
12986,141,Occidente,,23,2025-11-09
12987,1574,Norte,,36,
12988,637,Occidente,294.0,9,2026-03-13
12989,1203,Occidente,,70,mal_fecha
12990,583,Sur,412.0,60,2025-12-11
12991,903,Norte,,43,mal_fecha
12992,1100,Norte,315.0,7,2025-11-23
12993,336,Centro,,67,
12994,1573,Centro,,6,mal_fecha
12995,1369,Sur,323.0,71,
12996,1250,Norte,-10.0,20,mal_fecha
12997,440,Norte,,72,mal_fecha
12998,973,Centro,,41,2025-07-30
12999,250,Norte,,80,mal_fecha
13000,232,Occidente,276.0,5,mal_fecha
13001,88,Bajío,-10.0,44,
13002,988,Centro,,27,
13003,471,Centro,-10.0,5,
13004,480,Centro,-10.0,41,2025-07-20
13005,921,Norte,,79,
13006,254,Norte,,35,
13007,632,Centro,31.0,43,2026-07-05
13008,1382,Centro,162.0,37,mal_fecha
13009,1276,Occidente,-10.0,20,mal_fecha
13010,391,Centro,477.0,12,
13011,644,Centro,69.0,6,mal_fecha
13012,240,Centro,183.0,19,
13013,786,Sur,279.0,36,
13014,1519,Sur,-10.0,76,2025-07-27
13015,1095,Occidente,363.0,40,
13016,1038,Sur,-10.0,80,2026-05-08
13017,133,Norte,99.0,78,2025-08-05
13018,906,Centro,286.0,6,2025-10-27
13019,330,Norte,83.0,32,
13020,1026,Occidente,-10.0,76,mal_fecha
13021,1368,Occidente,26.0,69,
13022,1010,Occidente,-10.0,70,
13023,1111,Norte,-10.0,67,mal_fecha
13024,488,Occidente,84.0,44,
13025,154,Norte,243.0,71,2026-01-01
13026,428,Occidente,-10.0,24,2025-07-07
13027,1309,Occidente,,5,
13028,441,Centro,,22,2026-06-26
13029,1478,Norte,,76,2026-06-17
13030,723,Sur,473.0,16,
13031,752,Centro,,50,
13032,696,Occidente,,17,
13033,795,Centro,260.0,19,mal_fecha
13034,164,Centro,-10.0,13,
13035,1378,Norte,,77,
13036,1101,Norte,-10.0,43,
13037,1588,Norte,-10.0,20,
13038,872,Centro,,76,mal_fecha
13039,1599,Sur,78.0,59,2025-08-05
13040,1125,Occidente,,50,mal_fecha
13041,694,Occidente,,49,
13042,1236,Bajío,,12,2026-02-10
13043,565,Sur,-10.0,51,2026-02-16
13044,484,Norte,35.0,37,mal_fecha
13045,1203,Norte,-10.0,57,
13046,1059,Sur,37.0,70,2025-10-04
13047,1399,Sur,,56,
13048,792,Centro,,69,
13049,1053,Sur,285.0,39,mal_fecha
13050,667,Occidente,335.0,37,
13051,131,Bajío,18.0,12,mal_fecha
13052,920,Norte,347.0,6,
13053,68,Occidente,-10.0,5,
13054,576,Norte,76.0,46,
13055,183,Bajío,,10,
13056,142,Occidente,-10.0,19,
13057,1098,Sur,59.0,67,
13058,400,Norte,,30,mal_fecha
13059,1467,Norte,,11,
13060,694,Bajío,,66,
13061,1065,Occidente,177.0,69,mal_fecha
13062,106,Bajío,,31,
13063,80,Occidente,,48,2025-07-19
13064,1050,Centro,360.0,51,
13065,627,Occidente,228.0,76,mal_fecha
13066,1560,Occidente,,6,2026-02-09
13067,98,Bajío,-10.0,49,2025-12-30
13068,364,Occidente,,20,
13069,1309,Norte,180.0,67,mal_fecha
13070,183,Bajío,-10.0,67,
13071,173,Sur,-10.0,24,
13072,187,Centro,,65,2025-07-15
13073,1034,Sur,-10.0,35,
13074,1553,Bajío,,16,
13075,868,Bajío,335.0,58,2025-11-17
13076,416,Occidente,163.0,79,
13077,739,Norte,-10.0,75,mal_fecha
13078,1151,Norte,-10.0,78,mal_fecha
13079,1193,Occidente,-10.0,75,mal_fecha
13080,582,Sur,,23,
13081,384,Occidente,,69,mal_fecha
13082,949,Sur,,66,mal_fecha
13083,652,Bajío,94.0,9,2026-03-25
13084,571,Occidente,267.0,56,
13085,1316,Bajío,,56,
13086,1121,Norte,-10.0,75,
13087,553,Occidente,475.0,13,
13088,1067,Sur,18.0,6,
13089,277,Occidente,,67,mal_fecha
13090,514,Occidente,-10.0,53,
13091,1110,Centro,,23,mal_fecha
13092,5,Sur,-10.0,10,2025-08-25
13093,1102,Norte,,29,2026-04-10
13094,532,Sur,,22,mal_fecha
13095,1087,Norte,,41,
13096,1198,Centro,,53,
13097,1201,Occidente,324.0,17,
13098,1045,Sur,62.0,67,2025-08-23
13099,1463,Sur,53.0,56,
13100,1411,Norte,,40,
13101,1318,Sur,457.0,35,
13102,1210,Centro,87.0,62,mal_fecha
13103,808,Norte,-10.0,64,
13104,508,Occidente,,11,
13105,975,Occidente,,72,
13106,832,Norte,,36,
13107,1448,Norte,-10.0,59,2025-08-23
13108,436,Occidente,188.0,71,
13109,952,Norte,-10.0,73,mal_fecha
13110,956,Centro,-10.0,26,2025-09-26
13111,261,Occidente,-10.0,80,
13112,305,Sur,,35,
13113,1480,Centro,-10.0,49,
13114,334,Centro,-10.0,61,
13115,1308,Occidente,,50,
13116,977,Centro,,75,
13117,321,Sur,356.0,30,
13118,623,Occidente,417.0,46,
13119,1235,Centro,146.0,62,mal_fecha
13120,151,Centro,-10.0,46,2025-09-09
13121,270,Occidente,187.0,74,2026-02-14
